@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2266,168110,299305,139691,392894,0.262289,0.359659,0.546165,0.359659,0.453835,0.433711,0.307801,1.168479,0.486622
2267,168076,299339,139660,392925,0.26223,0.359586,0.546169,0.359586,0.453831,0.43366,0.307736,1.168489,0.486755
2268,168045,299370,139632,392953,0.262178,0.35952,0.546173,0.35952,0.453827,0.433613,0.307677,1.168498,0.486772
2269,168036,299379,139619,392966,0.262153,0.359501,0.546183,0.359501,0.453817,0.433602,0.307655,1.168519,0.486842
2270,168018,299397,139611,392974,0.262138,0.359462,0.546171,0.359462,0.453829,0.43357,0.307629,1.168492,0.486855
2271,167725,299690,139321,393264,0.261594,0.358835,0.546254,0.358835,0.453746,0.43314,0.307046,1.16867,0.486911
2272,167711,299704,139314,393271,0.261581,0.358805,0.546245,0.358805,0.453755,0.433116,0.307025,1.168652,0.486989
2273,167698,299717,139300,393285,0.261554,0.358778,0.546251,0.358778,0.453749,0.433097,0.306998,1.168664,0.48704
2274,167626,299789,139205,393380,0.261376,0.358623,0.546314,0.358623,0.453686,0.433004,0.306831,1.168798,0.487119
2275,167557,299858,139123,393462,0.261222,0.358476,0.546358,0.358476,0.453642,0.432911,0.30668,1.168892,0.487158
2276,167486,299929,139061,393524,0.261106,0.358324,0.546363,0.358324,0.453637,0.432802,0.306547,1.168904,0.487179
2277,167427,299988,138988,393597,0.260969,0.358198,0.546406,0.358198,0.453594,0.432723,0.306415,1.168995,0.48731
2278,167337,300078,138910,393675,0.260822,0.358005,0.546412,0.358005,0.453588,0.432584,0.306247,1.169008,0.487324
2279,167311,300104,138894,393691,0.260792,0.35795,0.546402,0.35795,0.453598,0.432541,0.306205,1.168987,0.48733
2280,167095,300320,138655,393930,0.260343,0.357487,0.546509,0.357487,0.453491,0.432236,0.30575,1.169215,0.487481
2281,166981,300434,138537,394048,0.260122,0.357244,0.54655,0.357244,0.45345,0.432071,0.305518,1.169304,0.4875
2282,166967,300448,138524,394061,0.260097,0.357214,0.546553,0.357214,0.453447,0.43205,0.305491,1.16931,0.487603
2283,166957,300458,138518,394067,0.260086,0.357192,0.546549,0.357192,0.453451,0.432033,0.305475,1.169301,0.487696
2284,166928,300487,138484,394101,0.260022,0.35713,0.546567,0.35713,0.453433,0.431993,0.305412,1.169339,0.487705
2285,166914,300501,138464,394121,0.259985,0.3571,0.546582,0.3571,0.453418,0.431976,0.305378,1.169371,0.487723
2286,166875,300540,138398,394187,0.259861,0.357017,0.546642,0.357017,0.453358,0.431934,0.305273,1.1695,0.48778
2287,166823,300592,138342,394243,0.259756,0.356906,0.546665,0.356906,0.453335,0.431859,0.305165,1.169549,0.487805
2288,166792,300623,138324,394261,0.259722,0.356839,0.546651,0.356839,0.453349,0.431807,0.305116,1.16952,0.487909
2289,166759,300656,138279,394306,0.259637,0.356769,0.546683,0.356769,0.453317,0.431765,0.305038,1.169587,0.487952
2290,166747,300668,138270,394315,0.259621,0.356743,0.546681,0.356743,0.453319,0.431745,0.305017,1.169584,0.487962
2291,166656,300759,138179,394406,0.25945,0.356548,0.546709,0.356548,0.453291,0.431612,0.304835,1.169643,0.487973
2292,166558,300857,138100,394485,0.259301,0.356339,0.546705,0.356339,0.453295,0.431457,0.304658,1.169635,0.488152
2293,166548,300867,138086,394499,0.259275,0.356317,0.546715,0.356317,0.453285,0.431444,0.304634,1.169657,0.488209
2294,166404,301011,137942,394643,0.259005,0.356009,0.546759,0.356009,0.453241,0.431232,0.304346,1.169751,0.488235
2295,166379,301036,137920,394665,0.258963,0.355956,0.546762,0.355956,0.453238,0.431193,0.304299,1.169756,0.488297
2296,166248,301167,137780,394805,0.2587,0.355675,0.546818,0.355675,0.453182,0.431005,0.304028,1.169877,0.488372
2297,166216,301199,137756,394829,0.258655,0.355607,0.546814,0.355607,0.453186,0.430954,0.303972,1.169867,0.488426
2298,166190,301225,137738,394847,0.258622,0.355551,0.546807,0.355551,0.453193,0.430911,0.303928,1.169854,0.488439
2299,166166,301249,137710,394875,0.258569,0.3555,0.546822,0.3555,0.453178,0.430878,0.303876,1.169885,0.488496
2300,166138,301277,137680,394905,0.258513,0.35544,0.546834,0.35544,0.453166,0.430837,0.303818,1.169911,0.488636
2301,166121,301294,137664,394921,0.258483,0.355404,0.546837,0.355404,0.453163,0.430812,0.303785,1.169918,0.488746
2302,166108,301307,137647,394938,0.258451,0.355376,0.546849,0.355376,0.453151,0.430795,0.303755,1.169942,0.488749
2303,166012,301403,137531,395054,0.258233,0.35517,0.546914,0.35517,0.453086,0.430664,0.303543,1.170083,0.488764
2304,165998,301417,137525,395060,0.258222,0.355141,0.546904,0.355141,0.453096,0.430639,0.303523,1.170061,0.488889
2305,165989,301426,137516,395069,0.258205,0.355121,0.546907,0.355121,0.453093,0.430626,0.303505,1.170067,0.489011
2306,165979,301436,137509,395076,0.258192,0.3551,0.546905,0.3551,0.453095,0.430609,0.303488,1.170062,0.489083
2307,165953,301462,137485,395100,0.258147,0.355044,0.546909,0.355044,0.453091,0.43057,0.303438,1.170072,0.489097
2308,165910,301505,137454,395131,0.258088,0.354952,0.546901,0.354952,0.453099,0.4305,0.303364,1.170054,0.48912
2309,165851,301564,137403,395182,0.257993,0.354826,0.546905,0.354826,0.453095,0.430408,0.303254,1.170062,0.48913
2310,165794,301621,137361,395224,0.257914,0.354704,0.546895,0.354704,0.453105,0.430315,0.303155,1.170042,0.489192
2311,165741,301674,137308,395277,0.257814,0.354591,0.546912,0.354591,0.453088,0.430237,0.303049,1.170077,0.489217
2312,165693,301722,137244,395341,0.257694,0.354488,0.546955,0.354488,0.453045,0.430175,0.302937,1.170171,0.489247
2313,165686,301729,137227,395358,0.257662,0.354473,0.546976,0.354473,0.453024,0.43017,0.302913,1.170214,0.489362
2314,165673,301742,137215,395370,0.25764,0.354445,0.546978,0.354445,0.453022,0.43015,0.302888,1.170219,0.489396
2315,165588,301827,137121,395464,0.257463,0.354263,0.54702,0.354263,0.45298,0.430029,0.302709,1.17031,0.489407
2316,165572,301843,137099,395486,0.257422,0.354229,0.547036,0.354229,0.452964,0.430009,0.302671,1.170344,0.489481
2317,165532,301883,137062,395523,0.257352,0.354144,0.547043,0.354144,0.452957,0.429948,0.302594,1.170359,0.48951
2318,165524,301891,137055,395530,0.257339,0.354126,0.547044,0.354126,0.452956,0.429936,0.302579,1.17036,0.48954
2319,165513,301902,137036,395549,0.257304,0.354103,0.547062,0.354103,0.452938,0.429924,0.302549,1.170398,0.489583
2320,165494,301921,137013,395572,0.25726,0.354062,0.547075,0.354062,0.452925,0.429898,0.302507,1.170427,0.489625
2321,165375,302040,136913,395672,0.257073,0.353808,0.547078,0.353808,0.452922,0.429711,0.302288,1.170432,0.489627
2322,165363,302052,136901,395684,0.25705,0.353782,0.547081,0.353782,0.452919,0.429693,0.302264,1.17044,0.489796
2323,165355,302060,136892,395693,0.257033,0.353765,0.547086,0.353765,0.452914,0.429682,0.302247,1.17045,0.489971
2324,165211,302204,136730,395855,0.256729,0.353457,0.547163,0.353457,0.452837,0.429479,0.301941,1.170615,0.490033
2325,165111,302304,136618,395967,0.256519,0.353243,0.547216,0.353243,0.452784,0.429337,0.301729,1.170729,0.490122
2326,165054,302361,136567,396018,0.256423,0.353121,0.547223,0.353121,0.452777,0.429249,0.301621,1.170744,0.490223
2327,165009,302406,136521,396064,0.256337,0.353025,0.547239,0.353025,0.452761,0.429183,0.30153,1.170778,0.490244
2328,164991,302424,136503,396082,0.256303,0.352986,0.547245,0.352986,0.452755,0.429156,0.301494,1.17079,0.490272
2329,164975,302440,136487,396098,0.256273,0.352952,0.54725,0.352952,0.45275,0.429132,0.301462,1.170801,0.490291
2330,164960,302455,136477,396108,0.256254,0.35292,0.547245,0.35292,0.452755,0.429107,0.301437,1.170791,0.490347
2331,164945,302470,136465,396120,0.256231,0.352888,0.547245,0.352888,0.452755,0.429083,0.30141,1.17079,0.490446
2332,164902,302513,136419,396166,0.256145,0.352796,0.547264,0.352796,0.452736,0.429021,0.301321,1.17083,0.490463
2333,164866,302549,136382,396203,0.256076,0.352719,0.547277,0.352719,0.452723,0.428968,0.301248,1.170858,0.490566
2334,164847,302568,136374,396211,0.256061,0.352678,0.547263,0.352678,0.452737,0.428934,0.301221,1.170828,0.490602
2335,164819,302596,136340,396245,0.255997,0.352618,0.547282,0.352618,0.452718,0.428896,0.301159,1.17087,0.490854
2336,164767,302648,136288,396297,0.255899,0.352507,0.547299,0.352507,0.452701,0.428818,0.301055,1.170905,0.490975
2337,164760,302655,136276,396309,0.255877,0.352492,0.54731,0.352492,0.45269,0.428811,0.301036,1.170929,0.491136
2338,164633,302782,136156,396429,0.255651,0.35222,0.547337,0.35222,0.452663,0.428618,0.300789,1.170988,0.491166
2339,164619,302796,136145,396440,0.255631,0.35219,0.547336,0.35219,0.452664,0.428595,0.300764,1.170985,0.491228
2340,164583,302832,136094,396491,0.255535,0.352113,0.547375,0.352113,0.452625,0.42855,0.300677,1.171068,0.491342
2341,164472,302943,135984,396601,0.255328,0.351876,0.547408,0.351876,0.452592,0.428384,0.300456,1.171139,0.491432
2342,164376,303039,135871,396714,0.255116,0.35167,0.547469,0.35167,0.452531,0.428251,0.300247,1.17127,0.491498
2343,164312,303103,135812,396773,0.255005,0.351533,0.54748,0.351533,0.45252,0.428153,0.300124,1.171294,0.491501
2344,164270,303145,135770,396815,0.254926,0.351444,0.547494,0.351444,0.452506,0.42809,0.30004,1.171322,0.491525
2345,164253,303162,135753,396832,0.254895,0.351407,0.547499,0.351407,0.452501,0.428065,0.300006,1.171334,0.49162
2346,164242,303173,135742,396843,0.254874,0.351384,0.547503,0.351384,0.452497,0.428049,0.299984,1.171341,0.491749
2347,164225,303190,135725,396860,0.254842,0.351347,0.547508,0.351347,0.452492,0.428023,0.29995,1.171353,0.491803
2348,164216,303199,135716,396869,0.254825,0.351328,0.547511,0.351328,0.452489,0.42801,0.299932,1.171359,0.491882
2349,164153,303262,135655,396930,0.254711,0.351193,0.547527,0.351193,0.452473,0.427915,0.299808,1.171394,0.491974
2350,164096,303319,135600,396985,0.254607,0.351071,0.547542,0.351071,0.452458,0.427829,0.299696,1.171425,0.492063
2351,164087,303328,135592,396993,0.254592,0.351052,0.547543,0.351052,0.452457,0.427815,0.299679,1.171427,0.492308
2352,163986,303429,135494,397091,0.254408,0.350836,0.547569,0.350836,0.452431,0.427662,0.29948,1.171484,0.49236
2353,163951,303464,135455,397130,0.254335,0.350761,0.547588,0.350761,0.452412,0.427612,0.299406,1.171523,0.492366
2354,163928,303487,135432,397153,0.254292,0.350712,0.547595,0.350712,0.452405,0.427578,0.29936,1.171539,0.492537
2355,163923,303492,135422,397163,0.254273,0.350701,0.547606,0.350701,0.452394,0.427573,0.299345,1.171562,0.492647
2356,163848,303567,135356,397229,0.254149,0.350541,0.547613,0.350541,0.452387,0.427456,0.299204,1.171578,0.492683
2357,163834,303581,135345,397240,0.254128,0.350511,0.547612,0.350511,0.452388,0.427434,0.299179,1.171576,0.492942
2358,163778,303637,135293,397292,0.254031,0.350391,0.547622,0.350391,0.452378,0.427348,0.299071,1.171598,0.492958
2359,163729,303686,135257,397328,0.253963,0.350286,0.547614,0.350286,0.452386,0.427267,0.298986,1.17158,0.493088
2360,163714,303701,135240,397345,0.253931,0.350254,0.547623,0.350254,0.452377,0.427246,0.298954,1.171598,0.493151
2361,163666,303749,135213,397372,0.253881,0.350151,0.5476,0.350151,0.4524,0.427162,0.298879,1.171549,0.493157
2362,163563,303852,135074,397511,0.25362,0.349931,0.547698,0.349931,0.452302,0.427028,0.298637,1.17176,0.493182
2363,163538,303877,135053,397532,0.25358,0.349878,0.547699,0.349878,0.452301,0.426989,0.298591,1.171762,0.493243
2364,163532,303883,135043,397542,0.253561,0.349865,0.547708,0.349865,0.452292,0.426982,0.298575,1.171782,0.493298
2365,163511,303904,135017,397568,0.253513,0.34982,0.547724,0.34982,0.452276,0.426953,0.298528,1.171816,0.493316
2366,163476,303939,134983,397602,0.253449,0.349745,0.547734,0.349745,0.452266,0.426901,0.298459,1.171836,0.493333
2367,163383,304032,134888,397697,0.25327,0.349546,0.547767,0.349546,0.452233,0.426762,0.298271,1.171907,0.493506
2368,163381,304034,134884,397701,0.253263,0.349542,0.547771,0.349542,0.452229,0.426761,0.298265,1.171916,0.49361
2369,163340,304075,134848,397737,0.253195,0.349454,0.547775,0.349454,0.452225,0.426696,0.298188,1.171925,0.493671
2370,163301,304114,134818,397767,0.253139,0.34937,0.547771,0.34937,0.452229,0.426633,0.298119,1.171916,0.493687
2371,163244,304171,134780,397805,0.253068,0.349249,0.547755,0.349249,0.452245,0.426537,0.298024,1.171881,0.493766
2372,163221,304194,134767,397818,0.253043,0.349199,0.547744,0.349199,0.452256,0.426497,0.297988,1.171857,0.493827
2373,163206,304209,134740,397845,0.252992,0.349167,0.54777,0.349167,0.45223,0.426481,0.297946,1.171914,0.493976
2374,163201,304214,134738,397847,0.252989,0.349157,0.547766,0.349157,0.452234,0.426472,0.297939,1.171906,0.494037
2375,163166,304249,134697,397888,0.252912,0.349082,0.547789,0.349082,0.452211,0.426423,0.297863,1.171954,0.494118
2376,163158,304257,134688,397897,0.252895,0.349065,0.547793,0.349065,0.452207,0.426411,0.297846,1.171963,0.494141
2377,163132,304283,134666,397919,0.252854,0.349009,0.547794,0.349009,0.452206,0.42637,0.297798,1.171965,0.494253
2378,163125,304290,134660,397925,0.252842,0.348994,0.547795,0.348994,0.452205,0.426359,0.297785,1.171966,0.494305
2379,163099,304316,134631,397954,0.252788,0.348938,0.547808,0.348938,0.452192,0.426322,0.29773,1.171996,0.494354
2380,163047,304368,134596,397989,0.252722,0.348827,0.547794,0.348827,0.452206,0.426234,0.297643,1.171965,0.494361
2381,163030,304385,134572,398013,0.252677,0.348791,0.547812,0.348791,0.452188,0.426213,0.297602,1.172004,0.494481
2382,163007,304408,134538,398047,0.252613,0.348741,0.54784,0.348741,0.45216,0.426184,0.297545,1.172063,0.494505
2383,162997,304418,134533,398052,0.252604,0.34872,0.547834,0.34872,0.452166,0.426167,0.29753,1.17205,0.494624
2384,162981,304434,134516,398069,0.252572,0.348686,0.547841,0.348686,0.452159,0.426143,0.297497,1.172065,0.494737
2385,162979,304436,134512,398073,0.252564,0.348682,0.547845,0.348682,0.452155,0.426141,0.297491,1.172074,0.494845
2386,162958,304457,134481,398104,0.252506,0.348637,0.54787,0.348637,0.45213,0.426115,0.297439,1.172128,0.494949
2387,162945,304470,134464,398121,0.252474,0.348609,0.547882,0.348609,0.452118,0.426098,0.297409,1.172153,0.495077
2388,162899,304516,134431,398154,0.252412,0.34851,0.547873,0.34851,0.452127,0.426022,0.29733,1.172133,0.495146
2389,162857,304558,134399,398186,0.252352,0.348421,0.547868,0.348421,0.452132,0.425953,0.297256,1.172123,0.495202
2390,162795,304620,134332,398253,0.252226,0.348288,0.547897,0.348288,0.452103,0.425863,0.297127,1.172185,0.495208
2391,162758,304657,134304,398281,0.252174,0.348209,0.547892,0.348209,0.452108,0.425802,0.297062,1.172175,0.495327
2392,162733,304682,134281,398304,0.252131,0.348155,0.547897,0.348155,0.452103,0.425764,0.297014,1.172185,0.495553
2393,162689,304726,134244,398341,0.252061,0.348061,0.547898,0.348061,0.452102,0.425694,0.296933,1.172187,0.495652
2394,162683,304732,134237,398348,0.252048,0.348048,0.547902,0.348048,0.452098,0.425685,0.29692,1.172196,0.495697
2395,162644,304771,134208,398377,0.251994,0.347965,0.547896,0.347965,0.452104,0.425621,0.296852,1.172183,0.495822
2396,162625,304790,134187,398398,0.251954,0.347924,0.547906,0.347924,0.452094,0.425593,0.296812,1.172204,0.495868
2397,162612,304803,134164,398421,0.251911,0.347896,0.547928,0.347896,0.452072,0.425579,0.296776,1.172253,0.49589
2398,162591,304824,134145,398440,0.251875,0.347851,0.547931,0.347851,0.452069,0.425547,0.296736,1.172259,0.496063
2399,162579,304836,134128,398457,0.251843,0.347826,0.547945,0.347826,0.452055,0.425532,0.296707,1.172287,0.496124
2400,162557,304858,134094,398491,0.25178,0.347779,0.547974,0.347779,0.452026,0.425505,0.296651,1.17235,0.496183
2401,162547,304868,134090,398495,0.251772,0.347757,0.547966,0.347757,0.452034,0.425487,0.296637,1.172333,0.496464
2402,162513,304902,134056,398529,0.251708,0.347685,0.547977,0.347685,0.452023,0.425436,0.296569,1.172357,0.496503
2403,162511,304904,134047,398538,0.251691,0.34768,0.547991,0.34768,0.452009,0.425437,0.296558,1.172386,0.496685
2404,162149,305266,133693,398892,0.251027,0.346906,0.548093,0.346906,0.451907,0.424887,0.295842,1.172605,0.496879
2405,162108,305307,133648,398937,0.250942,0.346818,0.548114,0.346818,0.451886,0.424827,0.295756,1.17265,0.496927
2406,162038,305377,133590,398995,0.250833,0.346668,0.548115,0.346668,0.451885,0.424715,0.295628,1.172651,0.497143
2407,162013,305402,133549,399036,0.250756,0.346615,0.548152,0.346615,0.451848,0.424686,0.295562,1.172732,0.497268
2408,162002,305413,133527,399058,0.250715,0.346591,0.548176,0.346591,0.451824,0.424676,0.295529,1.172783,0.497382
2409,161955,305460,133479,399106,0.250625,0.346491,0.548194,0.346491,0.451806,0.424606,0.295434,1.17282,0.497393
2410,161900,305515,133433,399152,0.250538,0.346373,0.548195,0.346373,0.451805,0.424518,0.295333,1.172822,0.497462
2411,161867,305548,133408,399177,0.250491,0.346303,0.548191,0.346303,0.451809,0.424463,0.295275,1.172814,0.497468
2412,161826,305589,133371,399214,0.250422,0.346215,0.548197,0.346215,0.451803,0.424399,0.295197,1.172826,0.497479
2413,161792,305623,133335,399250,0.250354,0.346142,0.548211,0.346142,0.451789,0.424349,0.295127,1.172858,0.497516
2414,161439,305976,132979,399606,0.249686,0.345387,0.548333,0.345387,0.451667,0.423817,0.294418,1.173117,0.497653
2415,161408,306007,132945,399640,0.249622,0.345321,0.548348,0.345321,0.451652,0.423772,0.294353,1.173151,0.497696
2416,161401,306014,132939,399646,0.249611,0.345306,0.548349,0.345306,0.451651,0.423761,0.29434,1.173152,0.497791
2417,161362,306053,132907,399678,0.249551,0.345222,0.548349,0.345222,0.451651,0.423698,0.294269,1.173152,0.49792
2418,161012,306403,132591,399994,0.248957,0.344473,0.5484,0.344473,0.4516,0.423149,0.293603,1.173262,0.498024
2419,161003,306412,132579,400006,0.248935,0.344454,0.548409,0.344454,0.451591,0.423137,0.293582,1.173281,0.498305
2420,160985,306430,132551,400034,0.248882,0.344416,0.548434,0.344416,0.451566,0.423115,0.293536,1.173333,0.498316
2421,160951,306464,132514,400071,0.248813,0.344343,0.54845,0.344343,0.45155,0.423065,0.293465,1.173369,0.49884
2422,160928,306487,132494,400091,0.248775,0.344294,0.548452,0.344294,0.451548,0.423029,0.293422,1.173374,0.5
2423,160711,306704,132280,400305,0.248373,0.343829,0.548519,0.343829,0.451481,0.422698,0.292991,1.173515,0.50137
2424,160673,306742,132231,400354,0.248281,0.343748,0.548552,0.343748,0.451448,0.422646,0.292904,1.173586,0.502262
2425,160663,306752,132215,400370,0.248251,0.343727,0.548566,0.343727,0.451434,0.422634,0.292878,1.173617,0.502347
2426,160654,306761,132206,400379,0.248235,0.343707,0.548569,0.343707,0.451431,0.422621,0.29286,1.173624,0.502415
2427,160638,306777,132178,400407,0.248182,0.343673,0.548597,0.343673,0.451403,0.422603,0.292816,1.173683,0.502564
2428,160635,306780,132170,400415,0.248167,0.343667,0.548607,0.343667,0.451393,0.422601,0.292805,1.173705,0.502646
2429,160629,306786,132159,400426,0.248146,0.343654,0.548619,0.343654,0.451381,0.422595,0.292788,1.17373,0.502762
2430,160624,306791,132149,400436,0.248128,0.343643,0.54863,0.343643,0.45137,0.42259,0.292773,1.173753,0.502768
2431,160404,307011,131924,400661,0.247705,0.343173,0.548712,0.343173,0.451288,0.422259,0.292328,1.17393,0.502817
2432,160373,307042,131885,400700,0.247632,0.343106,0.548738,0.343106,0.451262,0.422216,0.292258,1.173984,0.503158
2433,160353,307062,131868,400717,0.2476,0.343063,0.548739,0.343063,0.451261,0.422184,0.292221,1.173986,0.503289
2434,160124,307291,131630,400955,0.247153,0.342574,0.548832,0.342574,0.451168,0.42184,0.291754,1.174186,0.503401
2435,160113,307302,131619,400966,0.247132,0.34255,0.548836,0.34255,0.451164,0.421823,0.291732,1.174194,0.503487
